gene_name	z_mean	pvalue	upregulated
CCDC184	-3.5485025171334836	2.135387675965988e-6	DOWN
HYAL3	-4.503336648283448	3.518533575627757e-6	DOWN
DECR2	-0.15307240253523885	3.946152984816901e-6	DOWN
OSBPL6	-1.3001752499795445	5.161432378207753e-6	DOWN
SEMA3B	-4.48796135539664	7.190796825353947e-6	DOWN
DENND1B	-4.028138117137288	5.62203143568597e-5	DOWN
ARL4D	-3.8189019208147377	1.1619897546399e-4	DOWN
CROCC	-2.816743621534575	1.2641753974434e-4	DOWN
CPNE7	-3.441683574598369	1.6374759546063e-4	DOWN
AOC2	-1.8183493807586868	2.4931142378108e-4	DOWN
GCK	-3.625055074691773	2.8889987762717e-4	DOWN
GALNT6	-0.9357365300766944	3.1836028022881e-4	DOWN
PDIA2	-3.595434556706498	3.2385053491164e-4	DOWN
DCHS1	-3.546644573004361	5.0804378230128e-4	DOWN
PYGM	-2.3560332374908715	6.9044986314847e-4	DOWN
RHCE	-3.3086593005421157	7.5466008488636e-4	DOWN
SH3RF3	-3.332875520568348	8.5953389441645e-4	DOWN
SRC	-3.3289979795327613	8.7159036668232e-4	DOWN
KHK	-2.0099516313677417	0.00101386056652792	DOWN
SHTN1	-3.2471778356809717	0.00116555536636115	DOWN
SOX5	-2.686064798546518	0.00128803380962521	DOWN
OAZ3	-3.2749877000397243	0.00137247981661792	DOWN
MADCAM1	-0.3539580959118795	0.00141319891899946	DOWN
TMEM106A	-3.5862523147200775	0.00142732197643428	DOWN
ZFPM2	-2.16591140007404	0.0015394500063247	DOWN
VEGFC	-0.9207115244305556	0.00163121048462147	DOWN
MANEAL	-3.106902396135024	0.00189058808539727	DOWN
RGS11	-0.3336869408753255	0.0023143347818899	DOWN
FLRT1	-3.0417096851684	0.00235238657217198	DOWN
CCDC171	-3.4652606679624114	0.00251809925056297	DOWN
SP6	-1.8662679330492853	0.00274086340710619	DOWN
MYL7	-2.7873232871782525	0.00286575326315655	DOWN
ATXN7L2	-1.7393543034439172	0.00296120524950668	DOWN
NXPH4	-2.822238692088414	0.00297096709904228	DOWN
KIAA1671	-3.2503771731997864	0.00312069756612563	DOWN
FSBP	-2.930044054350188	0.00338913951632518	DOWN
P2RY13	-0.30438957616308304	0.00360653171375146	DOWN
ATRNL1	-0.1481335887530458	0.00389228891370433	DOWN
CDHR3	-0.6251530114581022	0.00407126459601644	DOWN
TRAF4	-3.010022528363932	0.00475471003938645	DOWN
CDH3	-0.960720642064369	0.00484260887375015	DOWN
DCLK2	-1.5526961733854336	0.00491926794069767	DOWN
EFCAB12	-0.9419334848894526	0.00494134526839437	DOWN
TINCR	-1.7282379260582177	0.00528043923084746	DOWN
C3orf18	-1.5901259124079	0.00652418040796291	DOWN
CALHM2	-1.0451657323260972	0.0066318035485072	DOWN
NPTXR	-1.3173708171948832	0.00694144746574407	DOWN
B4GALNT4	-0.32629040849049046	0.00699447591528534	DOWN
CKMT1A	-1.1130962730918328	0.00815229890012364	DOWN
CRLF1	-0.1744935659889263	0.00816070183336098	DOWN
PKNOX2	-2.6167736278638154	0.00887651874147858	DOWN
TSPAN18	-0.5617697222464364	0.00900145566758292	DOWN
TGM1	-2.7932535485894885	0.00955790458810924	DOWN
ZSCAN1	-1.2637654536755705	0.00971524645024445	DOWN
CCDC110	-1.9512391793740171	0.0099649787194107	DOWN
CCDC88C	-1.2019218274971055	0.01023657603272072	DOWN
VSIG10	-1.8270608866660012	0.01047132013289931	DOWN
SPOCD1	-0.4931632494968004	0.01050281443457782	DOWN
MLLT11	-2.050096635210614	0.01055895216899013	DOWN
PAOX	-0.16680130714855665	0.01063753573567693	DOWN
MYO5C	-1.1324628918199369	0.01125416135472005	DOWN
TCAP	-2.514850091641086	0.01190830061779765	DOWN
SLC16A6	-2.51288197752236	0.01197493890858458	DOWN
DNAJC12	-0.21638339301646944	0.01208813386276926	DOWN
HEY1	-0.8335342068412434	0.01368192807737633	DOWN
IL17RC	-1.0318987138463205	0.01402376864139052	DOWN
DIP2C	-0.28642940988026383	0.01417366354383141	DOWN
PAPOLG	-0.7590633930399207	0.01450282102486751	DOWN
